Sex,role,dataset,acton,About
Male,b,ew,Pass,It reminded me of a loan/interest situation.  I thought that I should pay some interest to the loaner because other wise I would have no monesy
Female,a,ew,Pass,It reminded me of giving a child an allowance and trusting him to spend it on something worthwhile instead of blowing it all away on candy or something
Female,a,ew,Pass,"It reminded me of taking a gamble, such as whether or not to buy a lotto ticket"
Male,b,ew,Pass,"It reminded me of this weird banking game my sister and I used to play when we were little kids - it was kind of like playing Monopoly but without the properties and stuff, just fake money and bank fo"
Male,a,ew,Pass,"It reminded me of when both parties choose not to bring (monetary) harm to each other by spliting the profits equally.  I don't know if I have ever seen an example of this before, though."
Male,b,ew,Pass,"It reminds me having to share something with a friend. I would never take more than half, even if the person was a stranger."
Male,b,ew,Hold,"it reminds me of a conscience problem, will you feel bad if you take their money? was it really their money in the first place? you win some you loose some. :)"
Female,b,ew,Pass,"It reminds me of a game show called ""Friend or Foe."" "
Male,b,ew,Pass,"It reminds me of a loan from a bank, though because I only kept the money for about five seconds, no significant amount of interest was incurred."
Female,b,ew,Hold,"It reminds me of a sitauation where a person is 



given a personal financial favor, and yet the



reciever of the favor does nothing to return 



the good deed once he or she is able."
Male,a,ew,Pass,It reminds me of a situation in which a person would be asking for a loan at a bank.
Male,b,ew,Pass,It reminds me of a situation in which a stranger on the street is in trouble and needs monetary help.
Female,b,ew,Pass,"It reminds me of a situation in which someone asks you for a cigarette at a party and you give them one because you might run into them at another party, and be out of cigarettes, and so they'll give"
Male,a,ew,Pass,"It reminds me of a situation where I have just met someone and we are kind of friends, but not great friends yet, and I have to decide if I trust this person to pay me back or not."
Male,b,ew,Pass,It reminds me of an actual situation where I would take a loan from a friend.I would return the amount borrowed exactly.
Male,a,ew,Pass,It reminds me of any situation in which one person can make a decision where they have to decide whether to consider their own self interest or another person's. Like when you share food with your roo
Male,b,ew,Pass,It reminds me of asking people for loans when I need financial assistance.  Most people are willing to help and I never forget when someone helps me.  I always pay them back and am willing to give the
Female,b,ew,Pass,"It reminds me of asking your parents for money.  They tell you NO and you have no idea why, and they won't give you a good answer.  Except in this case I barely know this person and I have no idea why"
Female,b,ew,Pass,It reminds me of borrowing money from a friend.
Male,b,ew,Hold,It reminds me of either a business proposition or company takeover.  It also reminds me of the stock market because somebody always wins and somebody always loses.
Female,a,ew,Hold,"It reminds me of having to trust someone who I don't know.  Also, I think of being fair and not keeping another person's money."
Male,b,ew,Pass,It reminds me of helping someone after a disaster.  I was affected by the Allison flood and was helped and I also helped others.
Male,b,ew,Pass,"It reminds me of lending money from a friend. If they hadn't given me the loan in the first place, then I wouldn't have had the money. That is why I split it with the other person."
Female,b,ew,Pass,It reminds me of lending people from my classes money based on a crude guess at what that person is like.
Female,a,ew,Pass,"It reminds me of loaning money to a close friend, and having them not return the money in full."
Male,b,ew,Pass,it reminds me of paying taxes and what you get back for them
Male,a,ew,Pass,It reminds me of real life.  My friends never pay me back loans
Male,b,ew,Pass,It reminds me of situations where you have to decide if you want to loan money to a friend.
Male,a,ew,Pass,"It reminds me of the Prisoner's Dilemma.  You have a few options, but only one is optimal for both participants.  Everyone gives a little, then both win. "
Female,a,ew,Pass,"It reminds me of the prisoners' dilemma. If they both give up the consequences are small, but if they compromise, their rewards are big. My counterpart unfortunately didn't think that way."
Female,a,ew,Pass,It reminds me of the thoery tit for tat.....based on the fact that i had to trust her and she had to trust me and beyond that we didnt really know how the other was going to respond.  She very well co
Male,b,ew,Pass,It reminds me of when my grandmother would give me $20 and tell me to give part of it to my sister (who wasn't there at the time) and I would take $15 of it and give her the rest because I paid for th
Male,a,ew,Pass,It reminds me of when you have to decide to loan money to a friend.
Female,b,ew,Pass,"it reminds me off nothing really, I gave my counterpart 10 dollars back because he or she didn't have to lend me the money



and who knows, this could have went on for a while and I might have neede"
Female,b,ew,Pass,"It reminds me stock in a company.  Your investment helps the company, and if the company is prosperous than a portion of the profits are returned back to you."
